word,part_of_speech,definition
luklu’k,Adjective/Adverb/Stative,makalukluk ‘seated’.
-luko’ng,Adjective/Adverb,"malukong ‘curved, round-bottomed, bout-shaped’."
luksu’q,Verb,jump. magluksu.
luksu’q,Noun,"lukswa-lubid ‘skip-rope’, luksung-babiq ‘leap-frog’."
luku’b,Verb,lulukub ‘hatch eggs; live with relatives’.
lukut,Verb,"roll things up. maglukut, pakilukut, pa:lukut, a:lukut."
lukut,Adjective/Adverb,"malukut, melukut, makalukut."
ludi’ng,Noun,"female nickname, for Ludinia, Lourdes."
lu’gaq,Noun,earwax.
lu’gaq,Adjective/Adverb,malugaq ‘have plenty of earwax’.
luga’l,Noun,"place, location, space."
luga’l,Verb,ilugal ‘give place to someone’.
lugu’d,Noun,"love. kalugudlugud ‘dear ones’; ka:luguran ‘beloved, sweetheart’; kaluguran ‘friend’, (pl.) kakaluguran."
lugu’d,Verb,"kaluguran ‘love someone’. makikaluguran, mikaluguran."
lugu’d,Adjective/Adverb,malugud ‘dear’.
lu’laq,Noun,"clouds, overcast; see lulam."
lu’laq,Adjective/Adverb,"malulaq ‘cloudy, overcast’."
lu’laq,Verb,maglulaq ‘be about to rain’.
lu’lam,Adjective/Adverb,"malulam ‘cloudy, about to rain’."
lulsu’t,,(lulusut?)
lulsu’t,Verb,"break through, pierce, burst through, bloom. lulsut, linsut, mangalsut, makalsut."
lu’lu,Noun,"pity, mercy. kalulu ‘poor man’; pakalulu ‘have mercy, pity"
lu’luq,Noun,race (contest).
lulu’d,Adjective/Adverb,melulud ‘barked (shins)’.
lulun,Verb,roll up (mats); see lukut.
lulu’t,Adjective/Adverb,"malulut ‘ripe, mature (fruits)’."
lumbe’,Verb,"watch, observe; see -albe. lumbe, limbe."
lumbug,Noun,"flood, be submerged; see albug."
lumo’,Stative/Adjective/Adverb/Verb,"‘be accustomed, be done as custom’."
lumput,Verb,"squeeze into an opening in a line; win a narrow election. lumput, limput."
lumud,Stative/Verb/Adjective/Adverb,"drown. malumud, melumud, pinlumud."
lu’mut/lumot,Noun,"algae, moss, seaweed."
lu’nas,Noun,that part of a plow which pushes the turned up dirt away from the blade.
lu’nis,Noun,Monday.
lu’nis,Adjective/Adverb,"malulunis, melunis, mangalunis ‘have bad luck on Monday and spoil the whole week’."
lu’nus,Adjective/Adverb/Stative/Verb,malulunus ‘pity someone’.
lungku’t,Noun,sadness.
lungku’t,Adjective/Adverb,"malungku’t ‘sad, lonely’."
lungu’b,Verb,enter; see lub.
lu’pa,Noun,"face. kalupa ‘look like (one with same face as another)’; milupa ‘similar, same’."
lupi’sak,Noun,house lizard. L
lupi’t,Adjective/Adverb,malupit ‘cruel’.
luraq/duraq,Noun,"spit, saliva."
luslus,Adjective/Adverb,maluslus ‘digested’; see laso.
lutas,Verb/Stative/Adjective/Adverb,finish.
lu’tuq,Verb,"cook. maglutuq, pa:lutuq."
lu’tuq,Adjective/Adverb,malutuq ‘cooked’.
-lutu’q,Adjective/Adverb,malutuq ‘red’. malutu:lutuq ‘reddish’.
-lutu’q,Verb,"mangalutuq ‘blushing’, pangalutuq."
-lutu’ng,Adjective/Adverb,"malutung ‘crisp, brittle’."
luwa’l/lua’l,Noun,outside.
luwa’l/lua’l,Verb,"go out. luwal, lumuwal, linuwal, ilual ‘take something out’, pa:luwalan, miluwal."
-luwa’las,Adjective/Adverb,"maluwalas ‘spacious, extensive’."
-luwa’t/-lua’t,Adjective/Adverb,"maluwat, maluat ‘for a long time’."
luwid,Verb,"magluwid ‘succeed, win progress’."
lu’yus,Noun,areca palm.
-lyu’,Adjective/Adverb,"mali’lyu ‘dizzy, giddy’. makalyu’."
"M ma’q, ima’q",Noun,mother.
makadwa’q,Adjective/Adverb,"second, two days from…; see adwaq."
makana’nu,Qualifier,"how, in what manner. Makau reng gamitan? ‘How are those used?’."
ma’kina,Noun,machine; engine; rice mill.
makina’bang,Noun,profit.
makina’bang,Verb,go to Holy Communion.
makina’bang,Noun,pamakinabang ‘Holy Communion’.
makini’lya,Noun,typewriter; hand-powered barbers’
mako’,Verb,"leave, depart. ma’ko, mamako."
maku’pa,Noun,"macopa, a kind of fruit, grows on trees, is red and bell-shaped, roughly apricot sized, similar to what is called mountain apple in Hawaii. There are two types: makupang kapampangan, makupang malutu."
madreka’ku,Noun,"a tree-like plant, with many trunks, used for firewood and leaves fed to goats."
majo’ng,Noun,mahjong (the game).
magka’nu,Qualifier,how much (cost).
mai’s,Noun,corn. mais lakatan ‘white corn’; mais malutu ‘yellow corn’; maisan ‘cornfield’; busang mais ‘popcorn’; ligang mais ‘boiled corn’; swam mais ‘a dish of mixed vegetables including corn’.
maiti’nes,Noun,the midnight mass at Christmas.
mal,Adjective/Adverb,"expensive, dear, valuable."
ma’lan/ima’lan,Noun,"clothes, dress."
mala’us,Verb,"come in, proceed, continue."
ma’ldaq,Noun,"the common man, everyone, populace. ding maldaq ‘all the people’; babasan maldaq ‘popular reader’."
ma’le,Noun,consciousness; occurs in the phrase: milako a male-tau ‘fainted’.
male’ldu,Noun,"Holy Week, Good Friday."
malgari’t,Noun,whore.
mali’q,Noun,"error, mistake."
mali’q,Verb,"magkamaliq ‘err, make a mistake’."
mali’gnos,Noun,evil spirits.
malintu’san,Adjective/Adverb,blistered.
maliwalu’q,Noun,"Maliualu–a barrio of Bacolor, famous for a massacre in the early 1950s."
malya’ri,Verb,"(special) can be, possible."
ma’maq,Noun,"mister, a term of address used to men (polite)–not used with names as English Mr."
mama’q,Verb,chew betel nut.
mamablas,Verb,"respond, reciprocate."
ma:mala’q,Noun,low tide.
ma:mira’pal,Verb/Adjective/Adverb,be in a hurry.
mampi’t,Verb,"come in; you are welcome. [a rare, “deep” word]."
man,Adjunct,used to indicate response.
ma’na,Verb,inherit.
ma’na,Noun,inheritance.
mana’buq,Verb,fall down.
manakba’g,Verb,fall down.
ma:na’ko,Verb,steal [root?].
ma:nalanga’q,Verb,searching for; in the metaphorical sentence Manalanga: yang pugad ‘He is looking for a nest’ i'e. ‘is courting a girl’.
mana’las,Adjective/Adverb/Verb,dripping [root?].
manamda’man,Adjective/Adverb,sensitive [ma-+ damdam].
ma:na’taq,Noun,people with vows; see panataq.
manati’li,Verb,"stop, stay, be with; occurs in the religious phrase: Ing Ginu manatili ya kekayu. ‘God be with you’."
mana’ya,Verb,"waiting for someone, something; see"
ma:ndari’n,Noun,"a citrus fruit, Mandarin orange."
mane’u,Verb,magmaneu ‘drive (a vehicle) – usually meaning to drive for pay’.
mani’q,Noun,peanut; [metaphor] clitoris.
manibau’g,Noun,name of a barrio.
mani’k,Verb,"go upstairs [root?]. cf. qik ma:manikan, me:nik."
mani’k,Noun,pa:manikan ‘a stage in courtship when the boy is invited to visit the girl in her house’.
manigapu’(q),Verb,have or express strong feelings for another [root?]; panigapuq.
ma:nigo’tu,Verb,weeding [root?].
ma:ninap,Verb/Adjective/Adverb/Stative,dreaming [root?].
manini’lyu,Noun,"a whisk, beater–used with bateru’l."
mani’ntun,Verb,look for.
manisig,Verb/Adjective/Adverb,"eat something which tastes sour, as a citrus or santol. menisig."
mano’ng,Adjective/Adverb,"awkward, off-color, improper."
mansa’d,Noun/Adjective/Adverb/Verb,body smell.
mansani’tas,Noun,a small fruit-like object which grows on trees [debatable whether or not it is eaten] used to refer to olives (perhaps mistakenly).
manti’lyu,Noun,hammer.
manu’k,Noun,chicken.
manunyat,Verb,"maninyat ‘stretch, yawn’."
ma:nutu,Verb,molt.
manyad,Verb,"ask for [root?]; inyad. cf. anyad, anyawad."
manu’yang,Noun,"son-in-law, daughter-in-law."
manga,Qualifier,"used with dates, times, other numbers, to mean approximately."
me:nga’bus,Verb,"save, redeem, pardon [used in religious texts]."
ma:ngalpu’t,Verb/Adjective/Adverb,see lalput.
mangalukguk,Verb/Adjective/Adverb,rumbling [root?].
mangga’,Noun,mango. mangaqan ‘mango orchard’.
mangisna’wa,Verb/Adjective/Adverb,breathing.
mangumpe’,Verb,"cutting grass, fodder [root?]."
map,Adjective/Adverb/Qualifier,good; see mayap.
mapa:mira’it/-ra’yit,Noun/Verb,"cheat, cheater."
mapla’s,Adjective/Adverb,"sting (e'g. a wound, when medicine is applied). mangaplas; [ma-+ ?root?]."
marangle’,Noun,field (cultivated field).
ma’rka,Noun,"trademark, sign. markang-damonyo [lit. mark of the devil] = gin, esp. San Miguel brand gin, which has a picture of Michael slaying Lucifer on the bottle."
marga’ha,Noun,"volcanic ash, lava [rare]."
marga’te,Noun,a special type of rice or manner of spaced planting recently introduced by agricultural
mari’ng,Noun,a female nickname.
maripo’sa,Noun,butterfly.
mari’ya,Noun,a female name–Maria. atlung mariya ‘name of a constellation’.
ma’rso,Noun,March (the month).
marti’r,Noun,martyr.
ma’rtis,Noun,Tuesday.
mas,Qualifier,[used in comparative constructions] Mas matas ka kaku ‘You are taller than I’; Mas masanting ya ita kesa kanita ‘That is nicer than that other one’.
ma’sa,Verb,mix dough.
ma’sa,Noun,law.
masaga’naq,Noun,a system of planting rice by carefully measuring the distance between plantings.
maska’ra,Noun,chewing tobacco; also included in the betel chew and in cigarettes of the roll-your-own
maski,Qualifier/Subordinating Conjunction,"even though. [used as a complete utterance: Never mind, ignore it, so what]."
masdan,Verb,"look after, watch for, look for [root?] pagmasdan, pigmasdan."
mase’tas,Noun,flowerpot.
masya’du,Qualifier,"very, too much. Generally used as Q. to a D. E masyadung mabayat ‘Not very heavy’."
ma’syung,Noun,"male nickname, from Eustaquio."
mata’,Noun,"eye; shoot, sprout, as: mata kwayan; the spots on the top half of a coconut shell (bikan lalaki) are mata. telataung mata ‘iris (of the eye)’."
matas,Verb,"[root?] hire others to harvest. mamatas, makipamatas."
"(matay), mate’",Verb,"die; me:te, ikamate, makamate; see pate, paten."
"(matay), mate’",Noun,"kamatayan ‘death’. matsi’ng,"
matci’n,Noun,"monkey; more commonly, so’nggo. matsu’ra/mat-cu’ra, macu’ra"
matci’n,Adjective/Adverb,"ugly, lousy, unpleasant."
ma’ya,Noun,"a small bird, the rice bird. putu-maya ‘a rice-cake delicacy made of sugar, coconut, and glutinous rice’."
ma’yu,Noun,"May, the month."
mayu’l,Noun,church.
mayu’l,Adjective/Adverb,[Sp. major?] misa mayul ‘high mass’.
mayu’mu,Adjective/Adverb,sweet.
mayu’mu,Noun,"sugar, candy, sweets. pagmayumu ‘preservative for fruits’."
me,Pronoun,"(Substitute: personal pronoun, part-manteau) you-it [mu + ya]."
me’dikul,Noun,cough medicine (from the brand name Medicol).
medi’da,Noun,tape measure; see metrus.
me’ju/me’dyu,Qualifier,"somewhat, sort of, partially."
men,Exclamation,(idiom) Amen.
me’nus,Adjective/Adverb,"crazy, lacking mentally. minus ‘e'g. with numbers’; menus singko ‘subtract five’; menus-gastus ‘thrifty, cutting down on expenses’. makamenus."
me’rli,Noun,"a female nickname, from Emerita."
me’stru,Noun,teacher. M
me’trus,Noun,"1. meter (a measure of length, distance). 2. a carpenter’s rule; see medida."
me’tung,Noun/Numbers,"one, first."
milagro’sa,Noun,"1. miracle, wondrous happening. 2. miracle rice."
milu’n,Noun,melon.
milya’ri,Verb,"[special] happened, as in: ung milyari? ‘What happened?’."
mi’min,Adjective/Adverb,"consumed (e'g. by fire). mimo’rya, mi-mo’riya"
mi’min,Verb,"memorize. a:mimoriya, magmimoriya, pagmemoriyan."
mi’na,Noun,"mine; mined substance, mineral. Kalburu, klasing mina yan, e. ‘Carbide, that is a type of mined substance/mineral’."
mina’ngun,Noun,"river flood control, dike, bank."
mina’ngun,Verb,"magmigun, migu, pami-gun,"
mirinda’l,Noun,snack.
mis,Noun,"miss, a term of address to an unmarried"
mi’sa,Noun,"mass, a Catholic ceremony."
mi’sa,Verb,pa:misa ‘have a mass said’.
mi’san,Qualifier/Noun,once in a while (a time measure).
misda’n,Adjective/Adverb/Verb/Stative,be surprised [root?].
mi’sis,Noun,"1. a term of address for married women, Mrs. Kumusta, misis? ‘How are you, ma’m?’. 2. as a term of reference, usually it means ‘wife’ as ing misis mu ‘your wife, your missus’."
mi’smo,Noun/Qualifier,"the same, the thing itself."
mitda’q,Adjective/Adverb/Stative,[root?] extinguished.
mitdas,Verb/Stative/Adjective/Adverb,"burst (a blister or boil); blinking (as, lights which go on and off)."
mitmu’q,Stative/Verb/Adjective/Adverb,filled [root?]; see katmuq.
mi’ca,Noun,wick.
miye’rkulis,Noun,Wednesday.
mode’lu,Noun,model.
modi’sta,Noun,dressmaker. pangamodista ‘dressmaking’.
mo’du,Noun,manners.
mo’nte,Noun,a gambling game played with cards.
muq,Adjunct,"only, just, merely."
mua’q/mwaq,Verb,"(St./N./D.?) be angry. mimimwaq, mimwaq, me:muaq, ikamuaq."
mugmug,Noun,crumbs.
magnus,Verb,"open a dam, splurge with savings."
mu’la,Noun,"yard, the area surrounding a house. mulahan ‘yard area’."
-mulal,Verb,[root?] pagmulala’n ‘to stay without consent in someone’s house’.
-mula’laq,Verb/Adjective/Adverb/Stative,"be surprised. mipamulalaq, mangapamlalaq, makapag-mulalaq; magmulalaq ‘stand gaping, act or look like an “innocente” (booby)’. M"
mula’ng,Adjective/Adverb,"crazy, foolish, rabid."
mula’ng,Verb,"magmulang ‘(of an engine, not working properly)’."
mula’ng,Noun,kamulangan ‘foolishness’.
muli’q,Verb,"go home; see uliq. [Bacolor informants say that in the Sta. Rita dialect this means to go marketing]. muliq, minuliq, memanuli, pa:ulyan."
mu’lta,Noun,"fine, penalty."
mu:mutu’t,Verb,"[root? putut, butut?] ‘nibble at food, eat timidly or uneagerly’."
-mun,Verb,"mamun ‘say farewell’, pamu ‘obey’."
munagmunag,Verb/Stative,"mamunagmunag ‘(sun) is rising, (person) arise with the sun’."
mu’ndu,Noun,"earth, world. kamundwan ‘earthly concerns, worldly things, mundane matters’."
muni’ng,Noun,"kitten, cat."
munisi’piyu,Noun,town hall.
munta’,Verb,"go. minta; see punta, puntalan."
mu’ra,Adjective/Adverb,"cheap, inexpensive."
mu’ra,Verb,"cheapen, derogate palmuran."
mu’riq,Noun,eye secretions.
muri’t,Adjective/Adverb/Stative,crazy.
mu’rus/mo’rus,Noun,"Moros, Muslims."
mu’rus/mo’rus,Verb,"magmurusmurus ‘be a “pagan”, act like a “Moro”’."
muto’n,Noun,a stick used in the hand-to-hand combat/sport called arnis.
mwaq,Verb/Stative,angry; see muaq.
na,Adjunct,"now, already. (Substitute: personal pronoun) ning-case ‘his/hers’."
-na’buq,Verb,"fall [root?] manabuq, menabuq."
-na’kbag,Verb,fall down. manakbag (ma-/man-) .
-na’ko/-a’ko,Verb,"steal [root?]. manako, menako, mapanako ‘thief’, pe:nako."
-na’ko/-a’ko,Noun,pa:manako ‘thievery’.
naman,Adjunct,response; see man.
aq,Noun,pus.
na’,Verb,will do what? with something; see u.
di’n,Noun/Qualifier,a while ago.
na’ndu,Noun,"male nickname, for Ferdo."
na’nu,Question,"‘what’; see g, an. panga(n) ‘what for’; uman ‘whatsoever’."
na’nu,Qualifier,makau ‘how?’.
na’nu,Verb,"anu, niu, numanu; an."
g,Pronoun/Question,‘what’; alternate form of
gg,Verb,"roast, barbecue. igg, maggg, ningg."
gg,Noun,ningg ‘barbecued food’.
na’:pun,Noun,yesterday. na‘pusabe’ngi ‘night before last’.
nasaq,Noun,hope.
nasaq,Verb,"magnasaq, pagnasaq; see asaqan."
na’siq,Noun,cooked (boiled) rice.
nata’d,Verb,escorted [see atad].
ne,,"1. Substitute, portmanteau. [na + ya]. 2. a tag question, ‘is it not?’."
neda’mu,Exclamation,abbreviated form of a curse; taknedamu/antakneng inda mu.
neng,Particle,"specific variety of g, ning."
nerbyus,Stative/Adjective/Adverb/Verb,nervous.
-nik,Verb,"[root?; qik?] climb up, go up stairs. manik, menik, pa:manikan, ipanik, a:panik, pa:manik, pe:manik, makapanik."
nikni’k,Noun,"a tiny insect, gnat?."
niu,Verb,what happened to (you)?; see u.
-ni’nap,Verb,"dream [root?]. maninap, pa:ninapan, pe:ninapan, a:paninap."
ni’nu,Pronoun/Question,‘who?’.
ning,Particle,"(possession, genitive)."
ning,Question,alternate form: inyang ‘when’.
ning,Question,alternate form: ninu ‘who’.
no,Pronoun,(Substitute: portmanteau pronoun) na (+ na) + la. E no pepaluban Wallace. ‘Wallace wouldn’t let them in’.
nobye’mbre,Noun,November.
nukari’n,Pronoun/Question,"(Subs., interrog., location) ‘where’; see ante; alternate form: nu:. N"
-nu’gut,Verb,[root?] makipagnugut ‘the whole funeral
numa’nu,Verb,see u.
nu’meru/no’meru,Noun,number.
nu’nuq,Noun,"father, old man."
nung,Subordinating Conjunction,"when, if; used with future, proposed, tense-less verbs."
nya,Pronoun,"(Substitute: portmanteau pronoun) occurs in imperatives, interrogatives and a few other constructions. Malyari nya. ‘Is it possible now?’; Alilan mu mya! ‘Change it now!’; Kabud nya mebating,… ‘As soon as he was lost,…’."
-nya’man,Adjective/Adverb,"manyaman ‘delicious’. kanyaman, kasingnyaman."
-nya’man,Noun,kanyama.
-nya’man,Verb,"ka:nyama, kenyanaman, paka-manyaman,"
nyan,,See kanyan.
nyang,,See inyang.
nga:,Verb,"am saying, do say. ngamu, ngaku, ngana, ngara; a:mu, a:ku, a:na,"
ngan,Noun/Qualifier,"all, everyone, everything."
nge’ni,Qualifier/Noun,now.
ngisngis,Verb,"show teeth, esp. upper teeth."
ngisngis,Noun,balangingis ‘a kind of bat which has protruding teeth’.
ngu’ngut/u’ngut,Noun,coconut.
ngusu’q,Noun,upper lip.
ngusu’q,Verb,nguswan ‘stick upper lip out at someone’.
oba’t,Qualifier,"(interrogative substitute) ‘why?’; see ot, bakit."
o’bra/u’bra,Noun,"work, job, occupation."
o’bra/u’bra,Verb,"magobra, makapagobra."
oklak,Adjective/Adverb,"deaf; maklak. Used in teasing names, as Susing Oklak."
o’la,Noun,"irrigation gate, flood gate."
o’len,Noun,marble (toy).
one’ng,Subordinating Conjunction,"but, except that."
o’pu,Noun,a tuber-type vegetable.
o’ras,Noun,"hour, time, the moment for."
ore’ni,Pronoun,"(Deictic substitute, plural) here they are."
ore’ta,Pronoun,"(Substitute, deictic, plural) there they are."
o’rnu,Noun,kiln.
o’ro,Noun,one of the suits of cards in monte.
orse’ra/ulsera,Noun,ulcer.
os/qos,Verb,"wash an object. manos, menos, inos; pakiqos, paqos, a:qos, penwasan, makaqos."
ospita’l,,See qospita’l ‘hospital’.
ot,Pronoun/Question,"(Q./Subs., Interrog.) why; see bakit, obat."
o:ya’q,Noun,"pot, formerly a container for sugar (in the home-processing)."
oyta’,Pronoun,"(Subs., deictic, locative, plural) there (far) they are."
pa,Adjunct,"1. still, yet. 2. pa-banwa ‘the first year’; pabulan ‘the first month’. 3. pa-a causative verbal prefix. 4. pa:- something used for… (~pan-)."
pabali’kan,Verb,return something; see ba’lik.
paba’lu,Verb,"inform, be informed; see balu."
paba’lut,Verb,have wrapped; see balut.
pabanglu’,Noun,"perfume; see banglu, mabanglu."
pabayu’/pabayo’,Verb,"have (rice) pounded, milled; see bayu’."
pabendisyu’n,Verb,have someone/thing blessed; see
